Title,Subject,List,"Send Date","Send Weekday","Total Recipients","Successful Deliveries","Soft Bounces","Hard Bounces","Total Bounces","Times Forwarded","Forwarded Opens","Unique Opens","Open Rate","Total Opens","Unique Clicks","Click Rate","Total Clicks",Unsubscribes,"Abuse Complaints","Times Liked on Facebook","Folder Id","Unique Id","Total Orders","Total Gross Sales","Total Revenue","Analytics ROI","Campaign Cost","Revenue Created",Visits,"New Visits",Pages/Visit,"Bounce Rate","Time on Site","Goal Conversion Rate","Per Visit Goal Value",Transactions,"Ecommerce Conversion Rate","Per Visit Value","Average Value"
Biohacking,"Quantified Bob’s Experience with Ketone Esters","Adafruit Daily","Jun 26, 2017 11:00 am",Monday,1880,1879,0,1,1,0,0,470,25.01%,661,58,3.09%,87,0,0,0,0,510f3dc34b,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"3D Printing","Don’t mess with the Z Hand – Doorstop","Adafruit Daily","Jun 26, 2017 11:02 am",Monday,2165,2164,0,1,1,0,0,675,31.19%,840,22,1.02%,22,1,1,0,0,cf7b51cd43,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Wearables,"Brushing it clean","Adafruit Daily","Jun 26, 2017 11:03 am",Monday,2177,2176,0,1,1,0,0,601,27.62%,749,6,0.28%,6,1,0,0,0,2cc6ae9b5b,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Biohacking,"High Power Density Human Sweat Battery","Adafruit Daily","Jun 27, 2017 11:00 am",Tuesday,1880,1880,0,0,0,0,0,474,25.21%,591,32,1.70%,49,1,0,0,0,3528ae8d97,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"3D Printing","Timelapse Tuesday – Wonky Drawers","Adafruit Daily","Jun 27, 2017 11:01 am",Tuesday,2160,2160,0,0,0,0,0,606,28.06%,746,15,0.69%,18,1,0,0,0,efc708ccf1,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Wearables,"Etching a stencil","Adafruit Daily","Jun 27, 2017 11:01 am",Tuesday,2175,2175,0,0,0,0,0,561,25.79%,684,18,0.83%,24,0,0,0,0,7c600f6835,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Electronics,"Is your op amp going crazy?","Adafruit Daily","Jun 27, 2017 11:03 am",Tuesday,3326,3326,0,0,0,0,0,1053,31.66%,1323,0,0.00%,0,4,0,0,0,835a6b2a03,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"Products Newsletter #6","New nEw NEWs From Adafruit Vol. 6: Unboxing Adabox 004 and more!","Adafruit Products Newsletter","Jun 27, 2017 03:00 pm",Tuesday,3705,3699,4,2,6,0,0,2205,59.61%,3906,593,16.03%,869,6,0,0,0,24dc0da7d3,0,0,0,"28,028.63%",$1.48,$416.05,288,34,4.7465277777778,5.90%,05:38,0.00%,$0.00,0,0.00%,$1.44,$0.00
Electronics,"USB Powered Mayhem!","Adafruit Daily","Jun 28, 2017 11:00 am",Wednesday,3325,3325,0,0,0,0,0,1118,33.62%,1363,0,0.00%,0,0,0,0,0,7e80981df6,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"3D Printing","PAC-MAN clock case remix","Adafruit Daily","Jun 28, 2017 11:00 am",Wednesday,2159,2159,0,0,0,0,0,623,28.86%,800,53,2.45%,57,0,0,0,0,9486dea38b,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Biohacking,"Token – A Wearable Ring with NFC & Bluetooth","Adafruit Daily","Jun 28, 2017 11:02 am",Wednesday,1879,1879,0,0,0,0,0,514,27.35%,655,22,1.17%,23,0,0,0,0,0568e9f4cd,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Wearables,"Avoid burnout","Adafruit Daily","Jun 28, 2017 11:02 am",Wednesday,2174,2173,0,1,1,0,0,625,28.76%,818,38,1.75%,42,0,0,0,0,24891480bf,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Electronics,"Free Heatsink!","Adafruit Daily","Jun 29, 2017 11:00 am",Thursday,3331,3330,1,0,1,0,0,1160,34.83%,1433,0,0.00%,0,0,0,0,0,268dd57816,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Wearables,"Spreading light","Adafruit Daily","Jun 29, 2017 11:01 am",Thursday,2177,2177,0,0,0,0,0,594,27.29%,748,36,1.65%,36,0,0,0,0,2f29422f7e,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Biohacking,"Biohacking : BiAffect – App that Detects BiPolar Disorder","Adafruit Daily","Jun 29, 2017 11:01 am",Thursday,1883,1883,0,0,0,0,0,474,25.17%,633,26,1.38%,32,0,0,0,0,ea4ee4054f,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"3D Printing","Squid Koozie","Adafruit Daily","Jun 29, 2017 11:03 am",Thursday,2162,2161,1,0,1,0,0,674,31.19%,885,25,1.16%,31,0,0,0,0,8e8c34c9d0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"3D Printing","Dress up your Feather","Adafruit Daily","Jun 30, 2017 11:01 am",Friday,2166,2165,1,0,1,0,0,644,29.75%,826,50,2.31%,58,1,0,0,0,8c1d47d670,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Biohacking,"e-Mosquito – Autonomous Biting Blood Glucose Monitor","Adafruit Daily","Jun 30, 2017 11:01 am",Friday,1888,1888,0,0,0,0,0,501,26.54%,683,23,1.22%,29,0,0,0,0,e66414803c,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Electronics,"Footprint Fail!","Adafruit Daily","Jun 30, 2017 11:01 am",Friday,3336,3335,1,0,1,0,0,1134,34.00%,1425,0,0.00%,0,3,0,0,0,f155b3892d,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Wearables,"Fiber optic infusion","Adafruit Daily","Jun 30, 2017 11:01 am",Friday,2183,2183,0,0,0,0,0,597,27.35%,790,57,2.61%,61,1,0,0,0,fcdb70c19a,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
MicroPython,"BBC micro:bit MicroPython Plugin for PyCharm IDE","Adafruit Daily","Jun 30, 2017 11:01 am",Friday,720,720,0,0,0,0,0,269,37.36%,469,23,3.19%,27,1,0,0,0,0ddbbfecdc,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"3D Printing","What If I Don’t Have A 3D Printer?","Adafruit Daily","Jul 03, 2017 11:00 am",Monday,2171,2169,1,1,2,0,0,684,31.54%,940,49,2.26%,78,1,0,0,0,5901d3e0ad,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Biohacking,"Canyon’s Kraftwerk Bike","Adafruit Daily","Jul 03, 2017 11:02 am",Monday,1893,1891,1,1,2,0,0,507,26.81%,646,19,1.00%,23,0,0,0,0,a86d4085fa,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Wearables,"Don’t skip the cracks","Adafruit Daily","Jul 03, 2017 11:02 am",Monday,2187,2186,0,1,1,0,0,604,27.63%,711,11,0.50%,14,2,0,0,0,e247c55016,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Electronics,"The Glitchy Switch","Adafruit Daily","Jul 03, 2017 11:02 am",Monday,3342,3339,1,2,3,0,0,1149,34.41%,1430,0,0.00%,0,2,0,0,0,b875a7afd3,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Biohacking,"Quantified Life Film","Adafruit Daily","Jul 04, 2017 11:04 am",Tuesday,1894,1893,1,0,1,0,0,480,25.36%,627,36,1.90%,44,4,0,0,0,48fb785610,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Electronics,"Simulate It!","Adafruit Daily","Jul 05, 2017 11:01 am",Wednesday,3345,3345,0,0,0,0,0,1099,32.86%,1372,0,0.00%,0,4,0,0,0,1b9328c44d,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Wearables,"A light reflection","Adafruit Daily","Jul 05, 2017 11:01 am",Wednesday,2192,2192,0,0,0,0,0,569,25.96%,696,14,0.64%,14,1,0,0,0,8c74acfba4,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"3D Printing","Portable 1S 4x Lipo Charger with LED-Voltage-Display","Adafruit Daily","Jul 05, 2017 11:03 am",Wednesday,2174,2174,0,0,0,0,0,672,30.91%,900,75,3.45%,82,0,0,0,0,73314ecde4,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Biohacking,"Biohacking: KetoCoder’s Data for Month 1 of 6 into Ketosis Journey","Adafruit Daily","Jul 05, 2017 11:04 am",Wednesday,1897,1897,0,0,0,0,0,472,24.88%,656,46,2.42%,56,0,0,0,0,ce5a51df2d,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"Products Newsletter #7","New nEw NEWs From Adafruit Vol. 7: Faces of Open Source","Adafruit Products Newsletter","Jul 05, 2017 12:00 pm",Wednesday,4169,3571,597,1,598,0,0,1960,54.89%,3362,492,13.78%,663,5,0,0,0,e2d8faa796,0,0,0,0.00%,$1.67,$0.00,0,0,0,0.00%,00:00,0.00%,$0.00,0,0.00%,$0.00,$0.00
"3D Printing","90’s TV Fume Extractor","Adafruit Daily","Jul 06, 2017 11:00 am",Thursday,2173,2173,0,0,0,0,0,667,30.69%,823,44,2.02%,45,0,0,0,0,fd64fc977d,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Wearables,"Keep the scraps","Adafruit Daily","Jul 06, 2017 11:01 am",Thursday,2190,2189,1,0,1,0,0,538,24.58%,659,8,0.37%,8,1,0,0,0,a0e09d452d,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Electronics,"Probe Currents!","Adafruit Daily","Jul 06, 2017 11:01 am",Thursday,3342,3342,0,0,0,0,0,1085,32.47%,1402,0,0.00%,0,1,0,0,0,45f7d467ac,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Biohacking,"The Magic Dance Mirror – Device Free AR","Adafruit Daily","Jul 06, 2017 11:01 am",Thursday,1897,1896,1,0,1,0,0,482,25.42%,575,14,0.74%,15,1,0,0,0,a5f6dfa1f6,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Electronics,"Build It!","Adafruit Daily","Jul 07, 2017 11:00 am",Friday,3339,3338,1,0,1,0,0,1110,33.25%,1363,0,0.00%,0,2,0,0,0,a5bc79dfaf,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"3D Printing","Print your own Toy Car Speed Timer","Adafruit Daily","Jul 07, 2017 11:01 am",Friday,2172,2171,1,0,1,0,0,627,28.88%,825,39,1.80%,42,0,0,0,0,369034005e,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Biohacking,"Beta Version of Oura Cloud Open to the Public","Adafruit Daily","Jul 07, 2017 11:02 am",Friday,1896,1896,0,0,0,0,0,470,24.79%,600,21,1.11%,25,2,0,0,0,e191764396,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
MicroPython,"PySerial Tools For Easy Cross-Platform Serial Port Access","Adafruit Daily","Jul 07, 2017 11:02 am",Friday,723,723,0,0,0,0,0,290,40.11%,585,20,2.77%,33,0,0,0,0,a0db69e3bc,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Wearables,"Foam expertise","Adafruit Daily","Jul 07, 2017 11:02 am",Friday,2189,2189,0,0,0,0,0,596,27.23%,778,18,0.82%,18,1,0,0,0,807574c8d8,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Electronics,"The Case Of The Disappearing Capacitance","Adafruit Daily","Jul 10, 2017 11:00 am",Monday,3344,3344,0,0,0,0,0,1053,31.49%,1343,0,0.00%,0,3,0,0,0,26f91d7868,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Wearables,"Count the run time","Adafruit Daily","Jul 10, 2017 11:00 am",Monday,2195,2195,0,0,0,0,0,568,25.88%,679,12,0.55%,12,0,0,0,0,f2aeec06e2,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Biohacking,"Mary Lou Jepson of Openwater Explains Her “Thinking Cap”","Adafruit Daily","Jul 10, 2017 11:02 am",Monday,1895,1893,2,0,2,0,0,504,26.62%,674,52,2.75%,76,1,0,0,0,162a9af5d1,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"3D Printing","Bottle Rack (for use in Refrigerators)","Adafruit Daily","Jul 10, 2017 11:02 am",Monday,2177,2177,0,0,0,0,0,682,31.33%,890,26,1.19%,31,1,0,0,0,0579be8b10,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Wearables,"Embrace modification","Adafruit Daily","Jul 11, 2017 11:01 am",Tuesday,2192,2192,0,0,0,0,0,564,25.73%,676,6,0.27%,8,0,0,0,0,27aad6303d,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"3D Printing","Timelapse Tuesday – Bungalow Birdhouse","Adafruit Daily","Jul 11, 2017 11:02 am",Tuesday,2173,2173,0,0,0,0,0,605,27.84%,732,17,0.78%,19,1,0,0,0,953bcdf759,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Electronics,"Sizzlin’ Chip Test","Adafruit Daily","Jul 11, 2017 11:02 am",Tuesday,3339,3338,1,0,1,0,0,1062,31.82%,1354,0,0.00%,0,0,0,0,0,6b41d25265,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Biohacking,"Quantified Phone Usage Using Moment and iPython","Adafruit Daily","Jul 11, 2017 11:03 am",Tuesday,1891,1891,0,0,0,0,0,463,24.48%,617,14,0.74%,15,0,0,0,0,1199f8a67f,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"Product Newsletter #8","New nEw NEWs From Adafruit Vol. 8: Special #MyMiniRaceCar Edition of Show & Tell this Wednesday with Judith Henzel","Adafruit Products Newsletter","Jul 11, 2017 03:00 pm",Tuesday,4614,4604,7,3,10,0,0,2497,54.24%,4130,360,7.82%,435,12,0,0,0,1ddadd900e,0,0,0,0.00%,$1.85,$0.00,0,0,0,0.00%,00:00,0.00%,$0.00,0,0.00%,$0.00,$0.00
"3D Printing","Steam Punk Valve Knob","Adafruit Daily","Jul 12, 2017 11:01 am",Wednesday,2173,2172,1,0,1,0,0,682,31.40%,872,19,0.87%,21,0,0,0,0,c69875519f,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Wearables,"It hinges on this","Adafruit Daily","Jul 12, 2017 11:03 am",Wednesday,2193,2191,1,1,2,0,0,578,26.38%,707,25,1.14%,29,0,0,0,0,b390f1a0be,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Biohacking,"Biohacking Book Review : The Creative Destruction of Medicine","Adafruit Daily","Jul 12, 2017 11:03 am",Wednesday,1891,1890,1,0,1,0,0,456,24.13%,583,20,1.06%,24,1,0,0,0,122c0b1374,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Electronics,"Steady Headers","Adafruit Daily","Jul 12, 2017 11:03 am",Wednesday,3339,3337,1,1,2,0,0,1118,33.50%,1403,0,0.00%,0,0,0,0,0,6351fe5e03,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Biohacking,"Biohackers at Defcon 2017","Adafruit Daily","Jul 13, 2017 11:00 am",Thursday,1891,1889,2,0,2,0,0,457,24.19%,577,31,1.64%,37,1,0,0,0,39c6dc5e2a,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Wearables,"Motion reaction","Adafruit Daily","Jul 13, 2017 11:01 am",Thursday,2191,2189,2,0,2,0,0,600,27.41%,746,19,0.87%,22,0,0,0,0,b3989e238f,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Electronics,"If you don’t ask, you won’t receive.","Adafruit Daily","Jul 13, 2017 11:02 am",Thursday,3335,3333,2,0,2,0,0,1119,33.57%,1393,0,0.00%,0,0,0,0,0,35294828b8,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"3D Printing","Foldable Macbook Pro Stand","Adafruit Daily","Jul 13, 2017 11:03 am",Thursday,2173,2172,1,0,1,0,0,678,31.22%,932,75,3.45%,79,2,0,0,0,6d1b4e09d2,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
MicroPython,"Early Port of MicroPython to nRF52","Adafruit Daily","Jul 14, 2017 11:00 am",Friday,732,731,1,0,1,0,0,297,40.63%,452,9,1.23%,12,0,0,0,0,f7f57d82c3,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Wearables,"Make an outline","Adafruit Daily","Jul 14, 2017 11:00 am",Friday,2188,2188,0,0,0,0,0,567,25.91%,674,9,0.41%,9,1,0,0,0,9b40d9b608,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"3D Printing","3D Print your Way to Looking like Logan","Adafruit Daily","Jul 14, 2017 11:01 am",Friday,2170,2170,0,0,0,0,0,640,29.49%,802,13,0.60%,14,0,0,0,0,d7d2476697,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Electronics,"When is a via not a via?","Adafruit Daily","Jul 14, 2017 11:01 am",Friday,3331,3330,1,0,1,0,0,1105,33.18%,1374,0,0.00%,0,0,0,0,0,0dc014db81,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Biohacking,"Eyesect An Immersive Out of Body Experience","Adafruit Daily","Jul 14, 2017 11:02 am",Friday,1890,1890,0,0,0,0,0,486,25.71%,652,11,0.58%,11,0,0,0,0,78e9eb97ca,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"3D Printing","Squishy Turtle Alert!","Adafruit Daily","Jul 17, 2017 11:00 am",Monday,2173,2172,1,0,1,0,0,654,30.11%,839,41,1.89%,48,0,0,0,0,ad0eb00a04,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Biohacking,"Film : Chasing Coral","Adafruit Daily","Jul 17, 2017 11:01 am",Monday,1891,1891,0,0,0,0,0,480,25.38%,669,14,0.74%,17,0,0,0,0,e9513defef,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Wearables,"Find the extraordinary","Adafruit Daily","Jul 17, 2017 11:02 am",Monday,2188,2188,0,0,0,0,0,578,26.42%,680,6,0.27%,6,0,0,0,0,eef1ea09bc,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Electronics,"The advantage of ‘Rail to rail’ op amps!","Adafruit Daily","Jul 17, 2017 11:03 am",Monday,3335,3334,1,0,1,0,0,1111,33.32%,1399,0,0.00%,0,1,0,0,0,42640f42c3,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"3D Printing","Timelapse Tuesday – Flexy Squid Koozie","Adafruit Daily","Jul 18, 2017 11:01 am",Tuesday,2173,2171,2,0,2,0,0,603,27.78%,730,10,0.46%,10,0,0,0,0,83190f307e,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Electronics,"TO-220 Tip","Adafruit Daily","Jul 18, 2017 11:01 am",Tuesday,3334,3331,3,0,3,0,0,1127,33.83%,1380,0,0.00%,0,1,0,0,0,d7e7209cc3,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Biohacking,"This Cocktail Robot Uses Facial Recognition and Shoots Alcohol","Adafruit Daily","Jul 18, 2017 11:01 am",Tuesday,1891,1889,2,0,2,0,0,460,24.35%,597,29,1.54%,34,0,0,0,0,cdf8ccf62e,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Wearables,"Add some depth","Adafruit Daily","Jul 18, 2017 11:04 am",Tuesday,2186,2183,3,0,3,0,0,591,27.07%,756,37,1.69%,38,2,0,0,0,e96bf05fc3,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"Products Newsletter #9","New nEw NEWs From Adafruit Vol. 9: Circuit Playground Express Educator's Pack","Adafruit Products Newsletter","Jul 18, 2017 03:00 pm",Tuesday,4994,4981,12,1,13,0,0,2652,53.24%,4493,688,13.81%,955,6,0,0,0,3c2999c4a4,0,0,0,0.00%,$2.00,$0.00,0,0,0,0.00%,00:00,0.00%,$0.00,0,0.00%,$0.00,$0.00
Wearables,"Is it armor or fabric?","Adafruit Daily","Jul 19, 2017 11:00 am",Wednesday,2185,2183,2,0,2,0,0,581,26.61%,695,33,1.51%,34,1,0,0,0,ffd858c559,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Electronics,"With SMT, start big …","Adafruit Daily","Jul 19, 2017 11:00 am",Wednesday,3330,3327,3,0,3,0,0,1073,32.25%,1362,0,0.00%,0,1,0,0,0,95ebbf072f,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"3D Printing","LEGO Tape: the Tape you Never Knew you Needed","Adafruit Daily","Jul 19, 2017 11:01 am",Wednesday,2173,2172,0,1,1,0,0,702,32.32%,981,31,1.43%,34,1,0,0,0,60f712fa28,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Biohacking,"5 Questions for Diet Hacking Guru Robb Wolf","Adafruit Daily","Jul 19, 2017 11:02 am",Wednesday,1891,1890,1,0,1,0,0,483,25.56%,689,15,0.79%,18,0,0,0,0,a4ff0d8d5c,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Biohacking,"Four Lucid Dreaming Wearables","Adafruit Daily","Jul 20, 2017 11:01 am",Thursday,1891,1889,2,0,2,0,0,493,26.10%,657,32,1.69%,68,0,0,0,0,8d2b69dad3,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"3D Printing","ShoeKlips: 3D Printed Clips for your Shoes","Adafruit Daily","Jul 20, 2017 11:02 am",Thursday,2172,2170,1,1,2,0,0,622,28.66%,779,26,1.20%,28,0,0,0,0,aa461fff6f,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Wearables,"Make it snow","Adafruit Daily","Jul 20, 2017 11:02 am",Thursday,2184,2181,2,1,3,0,0,558,25.58%,680,21,0.96%,22,0,0,0,0,45032fe87a,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Electronics,"Pseudodifferential Measurement","Adafruit Daily","Jul 20, 2017 11:02 am",Thursday,3328,3325,2,1,3,0,0,1051,31.61%,1334,0,0.00%,0,0,0,0,0,c712c03979,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"3D Printing","GLIFO helps kids with disabilities to write","Adafruit Daily","Jul 21, 2017 11:01 am",Friday,2172,2170,1,1,2,0,0,629,28.99%,792,12,0.55%,18,3,0,0,0,7391b46760,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Electronics,"Rule of thumb: 10mils per amp.","Adafruit Daily","Jul 21, 2017 11:01 am",Friday,3328,3326,1,1,2,0,0,1027,30.88%,1309,0,0.00%,0,1,0,0,0,95af1f682c,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
MicroPython,"CircuitPython 1.0.0 Stable Release","Adafruit Daily","Jul 21, 2017 11:02 am",Friday,733,732,0,1,1,0,0,304,41.53%,584,63,8.61%,118,0,0,0,0,5cca475d02,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
